order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
745718,85185,46,4,12,1
772014,85185,47,2,10,5
1520589,85185,48,2,10,0
2194709,85185,49,0,21,5
145443,85185,50,1,8,8
3380255,85185,51,1,8,0
59927,85185,52,2,9,1
1012724,85185,53,1,13,13
2561074,85185,54,1,13,0
624000,85185,55,1,22,7
3142114,85185,56,2,9,8
2051607,85185,57,0,22,5
2453928,85185,58,2,20,16
2014136,85185,59,3,12,1
1752368,85185,60,2,10,6
2861602,85185,61,2,11,7
3371740,85185,62,2,11,7
1440186,85185,63,2,12,0
1471600,85185,64,5,17,10
585846,85185,65,4,10,6
1486437,85185,66,1,11,4
41865,85185,67,3,10,2
294014,85185,68,3,9,7
2909558,85185,69,1,11,5
852938,85185,70,2,11,15
1213324,85185,71,2,14,0
92071,85185,72,2,11,7
2070183,85185,73,1,12,6
2022279,85185,74,1,11,7
120709,85185,75,0,20,6
1939913,85185,76,3,23,3
1024452,85185,77,0,17,4
1043246,85185,78,1,11,8
2069702,85195,1,5,17,
2277164,85195,2,4,6,30
2344881,85195,3,0,12,24
3407579,85195,4,0,15,30
2341119,85195,5,5,11,5
3077309,85195,6,6,8,29
280441,85195,7,4,14,26
1399394,85195,8,4,23,30
902047,85195,9,0,10,30
2783056,85195,10,6,22,30
999670,85195,11,0,0,22
1417123,85195,12,3,21,3
2154134,85276,1,3,11,
9890,85276,2,2,14,30
2892913,85276,3,3,13,30
1165404,85276,4,1,10,30
879198,85276,5,1,16,7
1324055,85344,1,1,18,
3114373,85344,2,6,11,26
329345,85344,3,6,16,7
1063693,85344,4,5,7,27
919146,85344,5,3,17,30
1973236,85344,6,2,10,20
2277347,85344,7,6,10,30
1252056,85344,8,0,10,15
846830,85363,1,4,20,
1675244,85363,2,4,21,7
2876406,85363,3,3,19,13
1522536,85363,4,4,9,8
699173,85363,5,5,22,15
1870216,85363,6,2,8,4
1647386,85363,7,3,23,8
1827902,85396,1,5,16,
1603691,85396,2,0,18,16
1594906,85396,3,6,17,6
2631431,85396,4,6,16,7
1532087,85396,5,6,20,21
298310,85396,6,6,13,7
1913368,85396,7,1,1,2
2602166,85396,8,5,17,11
1905797,85396,9,6,17,8
2340269,85396,10,6,17,21
1302378,85396,11,3,20,30
1607645,85396,12,6,14,3
752352,85396,13,6,13,14
1286808,85396,14,0,0,22
2554275,85396,15,5,12,30
2169064,85396,16,1,17,30
166268,85396,17,0,11,13
392581,85396,18,6,15,6
351450,85396,19,1,21,16
1279639,85396,20,3,10,2
3207542,85396,21,6,16,30
967321,85396,22,5,11,27
944375,85396,23,1,15,3
1887995,85396,24,5,12,11
207439,85399,1,6,16,
351441,85399,2,5,12,6
1320576,85399,3,6,14,8
1392199,85399,4,5,17,30
3388340,85399,5,0,14,9
435354,85399,6,4,17,30
1609961,85399,7,0,15,30
1831645,85399,8,6,17,6
2690703,85399,9,4,19,19
2715817,85399,10,0,14,10
1995015,85399,11,6,13,30
3399958,85399,12,5,19,13
2414546,85399,13,6,14,15
2569448,85437,1,0,15,
2137768,85437,2,1,12,30
1600520,85437,3,4,10,30
2595815,85437,4,0,16,3
1917568,85437,5,1,9,30
649829,85520,1,0,18,
2312416,85520,2,6,18,27
3401919,85520,3,6,18,14
1934437,85520,4,2,18,24
264155,85611,1,2,6,
1036666,85611,2,2,14,28
2124456,85611,3,2,21,14
1537555,85611,4,6,17,11
964891,85611,5,5,8,13
951035,85611,6,0,17,9
3411790,85611,7,3,8,24
163864,85611,8,4,18,15
2118216,85730,1,4,15,
146735,85730,2,5,13,8
2945830,85730,3,1,16,10
3287122,85730,4,3,15,2
481458,85730,5,2,20,6
677659,85730,6,1,10,20
410023,85730,7,2,13,1
665944,85730,8,1,10,6
2734314,85730,9,4,11,3
1040598,85730,10,3,11,13
2402896,85730,11,0,21,18
2056576,85730,12,3,17,10
1792398,85730,13,1,10,12
1137336,85730,14,3,15,9
2056461,85730,15,4,10,8
1097746,85730,16,5,10,8
3030128,85730,17,1,10,10
2462222,85730,18,2,10,8
1537252,85730,19,1,12,6
2668110,85730,20,1,9,30
1936762,85730,21,4,11,10
666794,85730,22,5,12,29
2359676,85730,23,5,15,14
22911,85730,24,3,13,12
2807477,85730,25,4,17,29
1302758,85730,26,3,15,13
2409112,85730,27,3,15,14
2622788,85730,28,4,9,29
1545652,85763,1,2,8,
1194674,85763,2,3,6,30
758477,85763,3,0,15,11
3248502,85763,4,1,16,15
2386959,85763,5,0,18,20
2277545,85763,6,0,16,28
1772126,85763,7,6,17,13
688575,85763,8,1,19,16
1367614,85824,1,3,11,
2120080,85824,2,1,11,12
346671,85824,3,2,17,8
132066,85824,4,3,17,8
964942,85824,5,0,10,4
1940195,85824,6,2,14,2
1682985,85824,7,5,14,3
407824,85824,8,4,16,6
782386,85824,9,1,13,11
2054503,85824,10,5,17,4
1358228,85824,11,3,13,5
186423,85824,12,0,20,4
80495,85824,13,5,16,5
776447,85824,14,3,12,5
3191860,85824,15,6,8,10
1666518,85824,16,3,12,4
837886,85824,17,1,18,5
2863926,85824,18,4,14,3
1032528,85824,19,5,11,15
2422780,85824,20,5,9,7
2642331,85824,21,3,11,5
2850943,85824,22,1,10,12
3182194,85824,23,6,8,5
3129809,85824,24,2,18,3
24897,85824,25,2,12,7
2616332,85824,26,1,18,6
1924661,85824,27,0,11,6
2221693,85824,28,1,17,8
1610208,85824,29,0,15,6
1294030,85824,30,6,8,6
197771,85824,31,4,15,5
2460818,85824,32,1,11,4
2195264,85824,33,2,15,1
2627562,85824,34,3,15,8
1203002,85824,35,0,16,4
2464501,85824,36,0,7,7
1245960,85824,37,4,15,11
1983133,85824,38,4,14,7
575098,85824,39,1,7,4
2768326,85824,40,1,14,14
1459755,85824,41,4,14,3
3262830,85824,42,4,18,14
424346,85824,43,2,11,5
2017221,85824,44,1,10,6
526469,85824,45,4,19,3
1147406,85824,46,1,12,4
531936,85824,47,5,14,4
1548578,85824,48,4,14,6
1850464,85824,49,5,15,8
45063,85824,50,2,11,4
810532,85824,51,2,10,7
2316041,85824,52,1,11,6
2723160,85824,53,1,14,0
2450564,85824,54,6,9,5
2212557,85824,55,1,15,16
2366646,85824,56,3,17,9
3415214,85824,57,1,18,5
2521211,85824,58,4,15,3
2005157,85824,59,1,20,4
1615440,85900,1,1,22,
130847,85900,2,2,21,15
15153,85900,3,2,21,21
1581214,85900,4,1,12,30
341500,85900,5,1,11,30
1460845,85900,6,2,18,1
2951405,85900,7,6,12,25
1317097,85900,8,5,18,30
3375948,85900,9,3,18,30
2796902,85900,10,2,13,20
1800518,85922,1,6,16,
502090,85922,2,5,16,6
3281741,85922,3,4,17,30
792760,85922,4,1,20,4
390939,85922,5,0,13,6
422109,85922,6,6,19,6
1444561,85922,7,3,12,4
643429,85922,8,5,11,2
275384,85922,9,1,11,3
340160,85922,10,6,12,5
2870158,85922,11,1,15,2
939124,85922,12,2,13,8
1984084,85922,13,5,14,3
1804691,85922,14,2,16,4
1694440,85922,15,6,19,4
2719453,85922,16,4,17,5
2893165,85922,17,2,12,5
1206118,85922,18,6,10,4
784963,85922,19,2,11,10
1674196,85922,20,0,13,5
1242716,85922,21,3,16,3
389352,85922,22,3,13,7
3159099,85922,23,0,11,4
217570,85922,24,0,12,7
955582,85922,25,4,13,4
318030,85922,26,5,15,8
595807,85994,1,3,19,
908013,85994,2,6,15,3
205506,85994,3,6,20,7
120280,85994,4,1,17,16
3172063,86006,1,6,9,
1534917,86006,2,2,13,10
3173927,86006,3,0,12,12
3240338,86006,4,3,12,10
3390375,86006,5,3,10,7
2456938,86006,6,4,17,15
2626170,86006,7,1,10,18
2625644,86006,8,1,14,14
2976936,86006,9,1,15,7
2028064,86006,10,1,15,7
3027554,86006,11,0,15,13
3166732,86006,12,2,11,9
60612,86006,13,0,9,26
3238437,86006,14,2,11,2
3415662,86006,15,1,13,20
2454999,86006,16,0,18,20
1511627,86006,17,2,18,9
1653818,86006,18,4,11,2
1485932,86006,19,0,10,10
855911,86006,20,2,10,9
3240371,86006,21,6,11,11
2537480,86006,22,2,10,10
94721,86006,23,1,15,6
2987142,86006,24,5,17,11
1851735,86006,25,6,15,8
2971700,86006,26,1,12,9
691724,86006,27,1,18,7
2934802,86006,28,1,12,14
1933794,86006,29,0,20,6
834350,86006,30,6,16,6
2276009,86006,31,4,15,12
517898,86006,32,1,11,4
190592,86006,33,6,15,12
1955322,86006,34,5,13,13
2742762,86017,1,1,19,
2073644,86017,2,5,9,4
2287373,86017,3,6,8,30
1056286,86017,4,2,14,30
1147125,86017,5,5,14,24
2933207,86053,1,1,18,
2616008,86053,2,3,17,2
2277821,86053,3,3,17,0
2669808,86053,4,5,10,2
2715996,86053,5,4,18,6
2412834,86053,6,5,11,1
2283030,86053,7,0,13,2
2276966,86053,8,4,18,4
1947820,86053,9,5,14,1
698130,86053,10,4,19,6
1558928,86053,11,3,14,6
2983675,86053,12,4,12,8
268666,86053,13,3,10,30
511431,86053,14,4,13,30
300125,86054,1,0,13,
2573546,86054,2,6,15,27
1198502,86054,3,4,9,12
772727,86054,4,2,18,30
3389659,86054,5,5,15,30
1294617,86054,6,5,17,30
2815187,86054,7,1,14,30
1535744,86054,8,6,21,30
3002261,86054,9,0,0,15
1056027,86054,10,5,19,30
2936391,86066,1,1,8,
27106,86066,2,5,7,11
1535071,86066,3,3,10,5
2342474,86066,4,1,14,5
3136491,86066,5,4,10,3
1921227,86066,6,2,12,26
2206900,86066,7,1,12,6
74659,86066,8,2,21,1
191718,86066,9,4,11,2
777302,86066,10,0,11,3
3163503,86066,11,1,11,8
1692362,86066,12,1,11,0
2876778,86066,13,1,9,7
1565511,86066,14,4,20,30
2843381,86066,15,2,18,30
800088,86066,16,5,15,30
365935,86066,17,1,11,3
1716693,86123,1,3,16,
174538,86123,2,0,19,11
2004549,86123,3,0,11,14
311517,86123,4,4,18,18
3032353,86123,5,5,17,30
2812424,86123,6,1,16,17
1705498,86123,7,4,15,24
155469,86123,8,6,19,16
1917404,86123,9,6,16,14
2009641,86123,10,4,12,26
2395116,86123,11,5,21,8
1089242,86123,12,4,14,6
937605,86123,13,6,12,16
2463070,86123,14,3,15,4
142503,86123,15,2,12,6
1342777,86123,16,2,11,7
2453290,86123,17,1,12,6
1019954,86132,1,0,13,
1843084,86132,2,0,12,28
167534,86132,3,0,14,30
49864,86132,4,0,15,21
2026770,86132,5,2,18,30
3186753,86132,6,1,10,30
884043,86132,7,1,9,21
1534500,86132,8,5,12,18
1565161,86132,9,0,11,30
2897086,86137,1,5,8,
2027858,86137,2,4,12,30
1550190,86137,3,1,11,18
2819048,86137,4,3,11,30
2990912,86137,5,1,12,19
2045288,86190,1,1,10,
2575438,86190,2,4,12,30
3186090,86190,3,0,18,10
416065,86190,4,1,9,8
217422,86190,5,0,17,30
1621697,86190,6,4,14,11
2619493,86190,7,6,19,23
2834338,86190,8,0,11,8
1247762,86190,9,3,22,3
2098474,86190,10,0,9,4
2359166,86190,11,3,16,3
123056,86190,12,0,11,4
1498761,86190,13,2,13,2
1104849,86190,14,2,16,14
2558267,86190,15,5,15,10
1075004,86190,16,6,14,1
1515784,86190,17,6,19,7
3281213,86190,18,6,19,0
2669350,86190,19,5,7,6
300030,86190,20,5,17,7
1615519,86190,21,6,21,8
2091150,86190,22,2,10,10
1237884,86190,23,1,16,6
2911056,86190,24,5,12,4
3121964,86190,25,1,11,10
3298198,86190,26,5,14,4
384313,86190,27,5,8,21
2446320,86190,28,4,17,6
859619,86190,29,5,6,8
618034,86190,30,5,15,7
1449735,86190,31,3,13,5
1338857,86190,32,0,13,11
1272479,86190,33,6,15,27
1592282,86190,34,5,13,6
3253763,86190,35,6,17,8
1044226,86241,1,3,8,
1699845,86241,2,0,19,4
3146843,86241,3,0,22,7
355185,86241,4,6,12,6
2743367,86241,5,6,20,14
734872,86241,6,3,23,18
761675,86241,7,6,23,10
184578,86241,8,3,10,4
736260,86241,9,3,22,7
854906,86241,10,2,9,6
2285349,86241,11,4,21,9
1349827,86241,12,4,21,7
2445248,86241,13,5,20,8
958649,86241,14,5,22,7
1938,86241,15,2,11,4
336362,86241,16,6,10,11
1364454,86241,17,0,10,15
1246980,86241,18,2,10,9
703625,86241,19,6,23,18
2685291,86241,20,2,20,10
1489827,86241,21,4,17,30
1875883,86241,22,2,20,19
573820,86241,23,4,11,16
3195050,86241,24,1,12,11
1411274,86241,25,0,17,13
1882196,86241,26,2,15,30
2402283,86241,27,3,21,15
2248320,86241,28,6,11,17
1359995,86241,29,0,10,8
1050194,86241,30,0,12,7
873780,86325,1,5,14,
380869,86325,2,1,11,3
1460144,86325,3,1,17,14
3253951,86325,4,3,16,16
2472991,86603,1,5,11,
3126158,86603,2,3,20,5
1608054,86603,3,5,21,9
1123703,86603,4,1,16,10
2629904,86603,5,3,18,2
1731489,86603,6,5,15,9
1726026,86603,7,1,15,10
2406864,86603,8,4,11,3
544497,86603,9,1,22,4
679494,86603,10,2,9,8
15645,86603,11,3,10,8
286595,86603,12,3,12,7
429861,86603,13,5,13,16
1695008,86603,14,3,12,5
1939181,86603,15,4,11,15
716771,86603,16,5,14,29
240511,86603,17,5,12,30
2312023,86603,18,5,13,7
2825903,86603,19,3,13,19
2020199,86603,20,2,10,6
2861970,86603,21,4,20,2
360011,86603,22,5,23,8
2138729,86603,23,4,11,6
2715013,86603,24,1,18,11
3279668,86679,1,5,10,
1988130,86679,2,2,9,4
1189987,86679,3,2,9,7
1627310,86679,4,5,11,3
22307,86679,5,5,17,7
642772,86679,6,4,10,6
1448853,86679,7,4,9,7
380020,86679,8,2,9,5
792810,86679,9,4,10,2
369578,86679,10,1,10,11
2189098,86679,11,1,9,7
3405234,86679,12,5,12,4
1957508,86679,13,5,10,7
314497,86679,14,2,13,4
946686,86679,15,5,11,3
914674,86679,16,5,11,7
1803462,86679,17,3,15,12
1430866,86679,18,4,10,1
2876547,86679,19,1,10,11
1401572,86679,20,2,11,1
551011,86679,21,4,9,2
2168391,86679,22,1,16,11
2034101,86679,23,3,11,9
1593562,86679,24,1,11,12
2999567,86679,25,6,11,5
588984,86679,26,4,9,12
2525090,86679,27,4,15,14
1018376,86679,28,1,12,4
2035172,86679,29,6,12,5
1603171,86679,30,0,13,15
1354905,86679,31,4,13,11
1358998,86679,32,0,11,10
2489634,86679,33,0,13,7
377070,86679,34,0,11,7
1291063,86679,35,2,10,2
1810357,86679,36,0,11,5
3251203,86679,37,0,13,0
34314,86679,38,4,10,4
1173413,86679,39,2,10,5
1941921,86679,40,4,11,2
2836833,86679,41,4,12,7
1768433,86679,42,3,14,6
757309,86679,43,3,11,7
403466,86679,44,3,16,0
1508277,86679,45,5,15,9
470973,86679,46,4,14,13
963456,86679,47,5,10,1
2014657,86679,48,0,13,9
3261401,86679,49,0,14,7
125973,86679,50,5,12,5
3190040,86679,51,0,11,9
296245,86679,52,1,17,8
58454,86679,53,0,11,13
2152447,86679,54,1,11,15
1732728,86804,1,0,11,
2030892,86804,2,5,14,5
288675,86804,3,1,13,3
1206442,86804,4,2,12,1
236804,86804,5,3,17,1
1940152,86804,6,5,12,2
3251654,86804,7,1,14,3
3162085,86804,8,3,13,2
1463261,86804,9,4,13,15
2438600,86804,10,5,13,1
2403915,86804,11,6,15,1
1553679,86804,12,1,13,2
641634,86804,13,5,13,4
2183665,86804,14,2,11,4
1202931,86804,15,4,11,2
2608194,86804,16,0,11,3
3150337,86804,17,2,8,2
1686463,86804,18,6,19,4
3237012,86804,19,0,15,1
1538802,86804,20,2,8,2
3010292,86804,21,4,14,2
2326640,86804,22,0,11,3
2245853,86804,23,4,7,4
2723094,86804,24,5,15,1
188866,86804,25,2,7,4
2147815,86804,26,4,16,9
2925643,86804,27,0,10,3
2293997,86804,28,2,16,2
1646847,86804,29,4,9,2
1363874,86804,30,5,13,1
3378978,86804,31,6,18,1
247759,86804,32,1,9,2
1300202,86804,33,2,18,15
2517015,86804,34,4,8,2
3059832,86804,35,0,17,3
2381035,86804,36,6,17,6
2713033,86804,37,1,13,2
634117,86804,38,2,15,1
534469,86804,39,6,13,4
2947044,86804,40,0,18,1
1347109,86804,41,2,18,2
67821,86804,42,6,7,4
3403854,86804,43,2,16,3
2880704,86804,44,4,9,2
114977,86804,45,0,15,17
2302942,86804,46,2,15,2
2673426,86804,47,3,19,1
707637,86804,48,5,11,2
2472828,86804,49,6,10,1
1092491,86804,50,6,11,7
1554334,86804,51,2,16,3
1086478,86804,52,5,9,3
1141522,86804,53,5,9,0
2194577,86804,54,6,18,1
631927,86804,55,1,15,2
2379641,86804,56,2,15,1
2291101,86804,57,4,9,2
179743,86804,58,0,15,3
2528151,86804,59,1,12,1
11268,86804,60,3,13,2
1440879,86804,61,4,17,1
3015082,86804,62,6,12,2
956184,86804,63,0,12,1
848992,86804,64,2,10,2
1180578,86804,65,3,10,1
1524560,86804,66,4,16,1
3420605,86804,67,0,7,3
1087129,86804,68,1,11,1
1700440,86804,69,5,19,4
366033,86804,70,6,19,1
1163108,86804,71,2,9,3
1723258,86804,72,4,18,2
1676817,86804,73,5,16,1
697151,86804,74,2,15,4
312497,86804,75,5,10,3
2608869,86804,76,0,12,2
464968,86804,77,4,17,4
10342,86804,78,5,14,1
809701,86804,79,1,15,3
3215043,86804,80,3,15,2
1298018,86804,81,5,16,2
2536461,86804,82,0,9,2
242539,86804,83,1,11,1
3241927,86804,84,3,17,2
1052189,86804,85,4,19,1
3259438,86804,86,6,13,2
1121381,86804,87,0,10,1
1886501,86804,88,1,16,1
609832,86804,89,3,19,2
1501913,86804,90,1,12,12
2834062,86804,91,2,13,1
1951004,86804,92,3,11,1
2278625,86804,93,4,15,1
3420264,86804,94,6,10,2
561025,86804,95,0,7,1
3051436,86804,96,0,16,0
2696936,86804,97,3,10,3
2031388,86804,98,4,9,1
3126994,86804,99,6,8,2
457707,86804,100,0,12,1
1429582,86808,1,2,18,
2886318,86808,2,6,10,18
164138,86808,3,0,12,30
2860537,86808,4,0,18,30
1973290,86808,5,1,10,30
1253052,86827,1,3,15,
768987,86827,2,3,15,7
1444710,86827,3,3,16,7
949560,86827,4,4,12,8
1830672,86827,5,4,9,7
1540742,86827,6,5,10,8
1826932,86827,7,4,14,6
2658678,86827,8,4,9,7
2312007,86827,9,3,14,6
1352915,86827,10,4,14,8
3200910,86827,11,3,16,6
1749289,86827,12,2,16,6
3060250,86827,13,3,15,8
1091693,86827,14,4,9,8
2104704,86827,15,3,14,6
1194656,86827,16,1,14,12
506298,86827,17,3,9,2
2992976,86827,18,4,9,8
1703198,86827,19,3,9,6
1051682,86827,20,3,10,7
3154250,86827,21,3,12,7
2813748,86827,22,3,9,7
2440536,86827,23,3,16,7
93294,86827,24,3,10,7
2145984,86827,25,3,9,7
2694798,86827,26,3,9,7
2741356,86827,27,3,9,7
890547,86827,28,3,16,7
3294098,86827,29,3,9,7
139507,86827,30,3,9,7
3099518,86827,31,3,9,7
1592833,86827,32,3,10,7
1655020,86827,33,3,9,7
1166898,86827,34,3,9,7
547777,86827,35,3,9,7
786388,86827,36,3,9,7
2438174,86827,37,3,9,14
3223776,86827,38,3,11,7
373860,86827,39,3,9,7
1433514,86827,40,3,9,7
3224768,86827,41,3,9,7
949184,86827,42,4,9,8
2225630,86827,43,4,10,7
2867846,86827,44,3,9,6
23637,86827,45,4,9,8
2678687,86827,46,4,9,7
595157,86827,47,4,9,7
26853,86827,48,4,9,7
2446032,86827,49,4,9,7
3362681,86827,50,4,9,7
1592734,86827,51,1,11,11
1691424,86827,52,4,9,3
1493694,86864,1,1,19,
504693,86864,2,2,1,29
2363418,86864,3,1,1,30
3013502,86864,4,2,23,15
3258738,86864,5,1,20,27
1092763,86864,6,4,0,30
2310907,86864,7,1,0,30
2131147,86864,8,1,20,30
1093259,86864,9,4,14,10
2637852,86864,10,0,20,30
1416857,86864,11,4,11,18
2542008,86872,1,0,11,
2618472,86872,2,1,13,15
3415464,86872,3,4,19,17
3337016,86872,4,5,18,22
2647822,86872,5,0,14,2
3359584,86872,6,5,20,12
588237,86872,7,6,15,15
844993,86872,8,6,14,21
606135,86872,9,0,13,29
2629523,86872,10,3,16,24
2558631,86872,11,6,14,10
215586,86872,12,1,14,23
1436340,86872,13,1,14,21
3153289,86872,14,0,16,6
3410566,86872,15,0,16,7
1910605,86872,16,1,18,22
1745755,86872,17,0,19,13
2980244,86872,18,2,15,16
2306480,86872,19,2,11,7
2231130,86872,20,0,11,12
2930123,86872,21,0,12,7
1767884,86872,22,6,12,6
3013775,86872,23,0,14,15
2106827,86872,24,0,10,14
2702471,86872,25,0,10,0
1084562,86872,26,0,19,28
489251,86876,1,0,11,
724479,86876,2,0,14,14
3112483,86876,3,1,9,8
2662701,86876,4,1,22,7
2898757,86876,5,1,21,7
1807461,86876,6,1,18,7
1961396,86876,7,1,21,7
1271840,86876,8,2,14,8
1403832,86876,9,1,18,6
881900,86906,1,2,12,
3078275,86906,2,2,11,7
650716,86906,3,0,17,26
426925,86906,4,2,17,9
2500373,86906,5,2,17,7
2812664,86906,6,0,19,19
235628,86906,7,1,10,1
1706512,86906,8,0,8,6
1053243,86906,9,0,13,7
2665495,86906,10,0,20,7
2352245,86906,11,1,12,30
3073287,86931,1,1,9,
1898690,86931,2,3,10,2
748878,86931,3,2,22,13
2081612,86931,4,2,8,14
701118,86931,5,2,14,0
1841430,86931,6,5,15,10
52702,86931,7,1,12,10
2981460,86931,8,1,11,7
953893,86931,9,4,13,3
750800,86931,10,2,15,5
536588,86931,11,1,11,20
635660,86931,12,3,13,2
508374,86931,13,3,15,7
2718937,86931,14,0,13,4
1352197,86931,15,1,19,1
1900805,86931,16,5,16,4
2230468,86931,17,2,10,4
2325996,86931,18,5,11,3
2166032,86931,19,1,16,3
2368104,86931,20,1,20,7
2118990,86931,21,5,8,4
3006099,86931,22,2,12,11
2245792,86931,23,6,11,4
55133,86931,24,4,8,12
2636204,86931,25,1,17,4
2154166,86931,26,4,11,3
843354,86931,27,1,18,4
2285887,86931,28,4,15,3
298597,86931,29,1,19,4
259273,86931,30,1,18,7
2084172,86931,31,1,9,7
2725879,86931,32,4,11,3
1229158,86931,33,4,11,14
1386208,86931,34,2,11,12
3330772,86931,35,4,11,16
528734,86931,36,5,7,8
1515034,86931,37,6,8,22
3051485,86931,38,2,10,17
277131,86931,39,3,9,8
2750953,86931,40,5,15,2
2921408,86931,41,0,10,2
2584915,86931,42,2,11,2
305326,86931,43,4,23,2
431736,86931,44,2,13,5
1041548,86931,45,0,20,5
709108,86931,46,1,9,8
283120,86931,47,0,14,6
1730398,86931,48,2,15,2
15729,86931,49,1,18,6
1925562,86931,50,1,16,7
421684,86931,51,2,11,8
2703567,86931,52,3,11,1
402890,86931,53,0,9,18
2261012,86931,54,1,21,1
845770,86931,55,1,11,7
1375506,86955,1,6,13,
1023441,86955,2,0,14,1
841182,86955,3,0,11,7
58284,86955,4,6,15,13
1601762,86955,5,3,7,11
1859552,86955,6,0,16,11
281359,86955,7,6,16,6
1906640,86955,8,0,15,8
2716992,86955,9,5,15,5
2216012,86955,10,0,15,2
2863452,86955,11,2,18,30
1898612,86955,12,5,19,3
2846353,86955,13,6,14,1
73178,86955,14,0,11,8
1274428,86955,15,2,14,2
2368158,86955,16,3,17,8
996458,86955,17,5,11,9
1979212,86955,18,4,17,6
687066,86955,19,0,19,3
3188043,86955,20,1,16,15
1988424,86955,21,6,17,30
1226936,86955,22,6,14,7
1405718,86955,23,5,22,6
454534,86955,24,0,15,30
925796,86955,25,2,17,2
2397240,86955,26,6,12,4
3069116,86955,27,0,19,22
2905460,86955,28,1,18,8
443890,86955,29,0,16,13
1542381,86955,30,1,13,22
1923442,86955,31,5,17,4
261429,86955,32,4,17,30
1179320,86955,33,6,18,16
1283402,87000,1,6,11,
989872,87000,2,0,10,8
3401290,87000,3,6,16,6
1286871,87000,4,2,13,10
3410411,87000,5,6,8,4
721822,87000,6,5,13,6
851679,87000,7,3,8,5
3169778,87000,8,0,10,4
2662969,87000,9,6,12,6
1840824,87000,10,4,11,12
389983,87000,11,0,12,3
307752,87000,12,3,11,10
371060,87000,13,0,14,4
1307656,87000,14,6,13,6
2960190,87000,15,0,14,1
208386,87000,16,6,13,6
767415,87000,17,4,14,5
2130027,87000,18,6,14,2
2728373,87000,19,0,9,8
3138819,87000,20,3,15,3
2895827,87000,21,6,17,3
527473,87000,22,4,11,5
2684582,87000,23,0,10,3
1308845,87000,24,3,9,3
597257,87000,25,0,9,4
1106243,87000,26,0,10,7
1437474,87000,27,3,11,3
2418245,87000,28,6,9,3
1032258,87000,29,6,8,7
2482933,87000,30,2,19,3
1428883,87000,31,0,12,12
3382801,87000,32,3,20,3
1130658,87000,33,0,9,4
67878,87000,34,3,8,3
375731,87000,35,0,13,11
2505936,87000,36,3,8,3
1235479,87000,37,0,9,4
383984,87000,38,5,7,5
558549,87000,39,0,10,2
280536,87000,40,6,13,6
1747559,87000,41,5,15,6
362189,87000,42,0,13,2
1532986,87000,43,0,9,7
87712,87000,44,0,13,0
612167,87000,45,2,9,2
2184247,87000,46,6,14,4
2933296,87000,47,0,14,1
339509,87000,48,4,13,4
1654072,87000,49,0,12,3
3055945,87000,50,2,10,2
2143836,87000,51,6,15,4
531755,87000,52,0,12,1
2961160,87000,53,2,16,9
419728,87000,54,5,16,3
2884993,87000,55,6,10,1
1977397,87000,56,1,17,2
449070,87000,57,0,9,6
827027,87000,58,6,13,6
2431097,87000,59,1,10,2
2441916,87000,60,5,10,4
127357,87000,61,0,13,2
241740,87000,62,0,10,7
491438,87000,63,4,11,4
234671,87000,64,6,13,2
120149,87000,65,0,13,1
1525699,87000,66,4,14,4
1000490,87000,67,0,9,3
289751,87000,68,0,10,7
167346,87000,69,3,8,3
1321915,87000,70,0,9,4
3282966,87000,71,1,11,1
2736181,87000,72,2,8,1
1557257,87000,73,5,11,3
975251,87000,74,2,11,4
3247906,87000,75,5,7,3
2678579,87000,76,0,16,2
2093158,87000,77,6,9,6
3174073,87000,78,1,8,2
1558481,87000,79,4,12,3
72423,87000,80,4,9,7
2828574,87000,81,0,13,3
2093116,87000,82,6,10,6
1729392,87000,83,2,8,3
2242107,87000,84,5,16,10
2207287,87001,1,6,19,
1865441,87001,2,2,19,30
3024667,87001,3,3,19,22
2849484,87001,4,6,20,17
1602279,87001,5,5,14,30
1323929,87006,1,2,17,
770861,87006,2,3,10,8
1819757,87006,3,5,12,23
2875247,87006,4,2,15,11
1368391,87006,5,2,10,21
2643918,87006,6,0,18,12
2158590,87006,7,0,10,14
2579377,87006,8,1,13,8
2620477,87006,9,1,14,21
3095739,87006,10,2,12,30
1197145,87006,11,2,16,7
2911059,87006,12,3,14,30
453561,87036,1,2,15,
2655908,87036,2,3,11,8
616334,87036,3,6,16,3
634566,87036,4,1,15,2
1128351,87036,5,6,10,5
3157022,87036,6,1,9,2
197729,87036,7,0,13,13
1402271,87036,8,2,9,9
1822142,87036,9,2,17,30
524970,87036,10,6,18,4
2367759,87036,11,3,10,30
2266753,87036,12,1,14,5
2847521,87036,13,1,11,14
546742,87036,14,0,11,30
1284462,87036,15,3,11,3
1510425,87036,16,0,18,11
2285069,87036,17,3,12,3
2938448,87036,18,1,16,5
384382,87036,19,1,20,14
2748694,87036,20,4,13,10
1297945,87036,21,5,20,8
1476897,87036,22,2,22,4
2324513,87036,23,3,16,8
3103798,87036,24,5,18,2
954371,87036,25,4,13,6
675425,87036,26,0,17,3
466524,87036,27,3,22,10
1756296,87036,28,2,17,6
173444,87036,29,6,10,4
2131765,87036,30,5,19,6
2131220,87036,31,0,20,9
303645,87036,32,0,16,7
3402453,87036,33,2,11,16
1250190,87036,34,0,16,5
3346401,87036,35,1,13,8
153971,87036,36,3,17,2
3026330,87036,37,1,10,5
